[2026-05-16 23:00:14] [incremental] 3 datasets | overlap=3 days | workers=6 | parallel=False
[2026-05-16 23:00:14] [incremental] Datasets: ['min_adj_15min', 'min_adj_30min', 'min_adj_60min']
[2026-05-16 23:00:14] 
============================================================
[2026-05-16 23:00:14] [min_adj_15min] Starting incremental update
[2026-05-16 23:04:39] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:39] [min_adj_15min] [incr] 1392/2542 | 1 stocks, 64 rows, +0 new | elapsed=264s ETA=218s | tokens=-0.7
[2026-05-16 23:04:39] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:39] [min_adj_15min] [incr] 1393/2542 | 1 stocks, 64 rows, +0 new | elapsed=264s ETA=218s | tokens=0.1
[2026-05-16 23:04:39] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:39] [min_adj_15min] [incr] 1394/2542 | 1 stocks, 64 rows, +0 new | elapsed=264s ETA=218s | tokens=-0.4
[2026-05-16 23:04:39] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:39] [min_adj_15min] [incr] 1395/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=218s | tokens=0.0
[2026-05-16 23:04:39] [min_adj_15min] [incr] 1396/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=217s | tokens=-0.5
[2026-05-16 23:04:39] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:39] [min_adj_15min] [incr] 1397/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=217s | tokens=-0.6
[2026-05-16 23:04:39] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 1398/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=217s | tokens=0.0
[2026-05-16 23:04:40] [min_adj_15min] [incr] 1399/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=217s | tokens=-0.4
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 1400/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=216s | tokens=0.1
[2026-05-16 23:04:40] [min_adj_15min] [incr] 1401/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=216s | tokens=0.4
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 1402/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=216s | tokens=-1.7
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 1403/2542 | 1 stocks, 64 rows, +0 new | elapsed=265s ETA=216s | tokens=0.4
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:40] [min_adj_15min] [incr] 1404/2542 | 1 stocks, 64 rows, +0 new | elapsed=266s ETA=215s | tokens=-0.8
[2026-05-16 23:04:41] [min_adj_15min] [incr] 1405/2542 | 1 stocks, 64 rows, +0 new | elapsed=266s ETA=215s | tokens=-0.4
[2026-05-16 23:04:41] [min_adj_15min] [incr] 1406/2542 | 1 stocks, 64 rows, +0 new | elapsed=266s ETA=215s | tokens=-0.8
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.0s
[2026-05-16 23:04:41] [min_adj_15min] [incr] 1407/2542 | 1 stocks, 64 rows, +0 new | elapsed=266s ETA=215s | tokens=0.3
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:41] [min_adj_15min] [incr] 1408/2542 | 1 stocks, 64 rows, +0 new | elapsed=266s ETA=215s | tokens=-1.3
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:41] [min_adj_15min] [incr] 1409/2542 | 1 stocks, 64 rows, +0 new | elapsed=266s ETA=214s | tokens=0.1
[2026-05-16 23:04:41] [min_adj_15min] [incr] 1410/2542 | 1 stocks, 64 rows, +0 new | elapsed=267s ETA=214s | tokens=-0.3
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:41] [min_adj_15min] [incr] 1411/2542 | 1 stocks, 64 rows, +0 new | elapsed=267s ETA=214s | tokens=0.1
[2026-05-16 23:04:41] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 1412/2542 | 1 stocks, 64 rows, +0 new | elapsed=267s ETA=214s | tokens=-2.7
[2026-05-16 23:04:42] [min_adj_15min] [incr] 1413/2542 | 1 stocks, 64 rows, +0 new | elapsed=267s ETA=213s | tokens=-4.1
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.6s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 1414/2542 | 1 stocks, 64 rows, +0 new | elapsed=267s ETA=213s | tokens=0.7
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 1415/2542 | 1 stocks, 64 rows, +0 new | elapsed=267s ETA=213s | tokens=0.1
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.3s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 1416/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=213s | tokens=0.0
[2026-05-16 23:04:42] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:42] [min_adj_15min] [incr] 1417/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=213s | tokens=0.1
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1418/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=212s | tokens=0.0
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1419/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=212s | tokens=0.4
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1420/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=212s | tokens=-2.6
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1421/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=212s | tokens=-4.2
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.3s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1422/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=211s | tokens=0.0
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1423/2542 | 1 stocks, 64 rows, +0 new | elapsed=268s ETA=211s | tokens=0.6
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1424/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=211s | tokens=0.1
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1425/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=211s | tokens=0.5
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1426/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=210s | tokens=-0.0
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:43] [min_adj_15min] [incr] 1427/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=210s | tokens=0.3
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1428/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=210s | tokens=-0.2
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1429/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=210s | tokens=0.2
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1430/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=209s | tokens=-0.6
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1431/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=209s | tokens=-0.8
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1432/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=209s | tokens=0.0
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1433/2542 | 1 stocks, 64 rows, +0 new | elapsed=269s ETA=209s | tokens=-0.5
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1434/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=208s | tokens=0.1
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1435/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=208s | tokens=-0.8
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.5s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:44] [min_adj_15min] [incr] 1436/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=208s | tokens=-1.8
[2026-05-16 23:04:44] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1437/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=208s | tokens=0.4
[2026-05-16 23:04:45] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:04:45] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1438/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=207s | tokens=0.1
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1439/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=207s | tokens=-1.5
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1440/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=207s | tokens=-2.9
[2026-05-16 23:04:45] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1441/2542 | 1 stocks, 64 rows, +0 new | elapsed=270s ETA=207s | tokens=0.2
[2026-05-16 23:04:45] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:04:45] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1442/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=206s | tokens=0.0
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1443/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=206s | tokens=0.6
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1444/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=206s | tokens=0.1
[2026-05-16 23:04:45] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:45] [min_adj_15min] [incr] 1445/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=206s | tokens=-0.4
[2026-05-16 23:04:46] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1446/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=205s | tokens=0.4
[2026-05-16 23:04:46] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.2s
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1447/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=205s | tokens=0.1
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1448/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=205s | tokens=-1.5
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1449/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=205s | tokens=-3.0
[2026-05-16 23:04:46] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1450/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=204s | tokens=0.2
[2026-05-16 23:04:46] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.0s
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1451/2542 | 1 stocks, 64 rows, +0 new | elapsed=271s ETA=204s | tokens=0.1
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1452/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=204s | tokens=-0.4
[2026-05-16 23:04:46] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:04:46] [min_adj_15min] [incr] 1453/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=204s | tokens=0.2
[2026-05-16 23:04:46] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.4s
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1454/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=203s | tokens=-1.3
[2026-05-16 23:04:47] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.1s
[2026-05-16 23:04:47] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.0s
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1455/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=203s | tokens=0.0
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1456/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=203s | tokens=-0.6
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1457/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=203s | tokens=-0.2
[2026-05-16 23:04:47] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.8s
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1458/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=202s | tokens=0.3
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1459/2542 | 1 stocks, 64 rows, +0 new | elapsed=272s ETA=202s | tokens=0.6
[2026-05-16 23:04:47] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.1s
[2026-05-16 23:04:47] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.4s
[2026-05-16 23:04:47] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1460/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=202s | tokens=0.2
[2026-05-16 23:04:47] [min_adj_15min] [incr] 1461/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=202s | tokens=0.6
[2026-05-16 23:04:48] [min_adj_15min] [incr] 1462/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=202s | tokens=1.1
[2026-05-16 23:04:48] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:48] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:04:48] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.3s
[2026-05-16 23:04:48] [min_adj_15min] [incr] 1463/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=201s | tokens=0.2
[2026-05-16 23:04:48] [min_adj_15min] [incr] 1464/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=201s | tokens=-2.3
[2026-05-16 23:04:48] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.0s
[2026-05-16 23:04:48] [min_adj_15min] [incr] 1465/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=201s | tokens=-2.8
[2026-05-16 23:04:48] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.3s
[2026-05-16 23:04:48] [min_adj_15min] [incr] 1466/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=201s | tokens=0.1
[2026-05-16 23:04:48] [min_adj_15min] [incr] 1467/2542 | 1 stocks, 64 rows, +0 new | elapsed=273s ETA=200s | tokens=0.6
[2026-05-16 23:05:03] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 16.1s
[2026-05-16 23:05:04] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 16.2s
[2026-05-16 23:05:04] [min_adj_15min] [incr] 1468/2542 | 1 stocks, 64 rows, +0 new | elapsed=289s ETA=211s | tokens=65.9
[2026-05-16 23:05:04] [min_adj_15min] [incr] 1469/2542 | 1 stocks, 64 rows, +0 new | elapsed=289s ETA=211s | tokens=66.3
[2026-05-16 23:05:04] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 16.1s
[2026-05-16 23:05:04] [min_adj_15min] [incr] 1470/2542 | 1 stocks, 64 rows, +0 new | elapsed=289s ETA=211s | tokens=65.8
[2026-05-16 23:05:04] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 16.4s
[2026-05-16 23:05:04] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 16.2s
[2026-05-16 23:05:04] [min_adj_15min] [incr] 1471/2542 | 1 stocks, 64 rows, +0 new | elapsed=289s ETA=211s | tokens=65.5
[2026-05-16 23:05:04] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 16.4s
[2026-05-16 23:05:04] [min_adj_15min] [incr] 1472/2542 | 1 stocks, 64 rows, +0 new | elapsed=290s ETA=211s | tokens=66.0
[2026-05-16 23:05:04] [min_adj_15min] [incr] 1473/2542 | 1 stocks, 64 rows, +0 new | elapsed=290s ETA=210s | tokens=65.4
[2026-05-16 23:05:05] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.1s
[2026-05-16 23:05:05] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.1s
[2026-05-16 23:05:05] [min_adj_15min] [incr] 1474/2542 | 1 stocks, 64 rows, +0 new | elapsed=290s ETA=210s | tokens=65.0
[2026-05-16 23:05:05] [min_adj_15min] [incr] 1475/2542 | 1 stocks, 64 rows, +0 new | elapsed=290s ETA=210s | tokens=65.4
[2026-05-16 23:05:05] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.1s
[2026-05-16 23:05:05] [min_adj_15min] [incr] 1476/2542 | 1 stocks, 64 rows, +0 new | elapsed=290s ETA=210s | tokens=65.0
[2026-05-16 23:05:05] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.0s
[2026-05-16 23:05:05] [min_adj_15min] [incr] 1477/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=209s | tokens=65.4
[2026-05-16 23:05:05] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.1s
[2026-05-16 23:05:05] [min_adj_15min] [incr] 1478/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=209s | tokens=64.9
[2026-05-16 23:05:05] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 1.1s
[2026-05-16 23:05:05] [min_adj_15min] [incr] 1479/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=209s | tokens=64.6
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.9s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.7s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1480/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=209s | tokens=62.3
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1481/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=209s | tokens=61.8
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1482/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=208s | tokens=60.3
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1483/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=208s | tokens=60.8
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1484/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=208s | tokens=60.3
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1485/2542 | 1 stocks, 64 rows, +0 new | elapsed=291s ETA=207s | tokens=58.8
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1486/2542 | 1 stocks, 64 rows, +0 new | elapsed=292s ETA=207s | tokens=58.3
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1487/2542 | 1 stocks, 64 rows, +0 new | elapsed=292s ETA=207s | tokens=57.9
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.4s
[2026-05-16 23:05:06] [min_adj_15min] [incr] 1488/2542 | 1 stocks, 64 rows, +0 new | elapsed=292s ETA=207s | tokens=57.3
[2026-05-16 23:05:06] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.5s
[2026-05-16 23:05:07] [min_adj_15min] [incr] 1489/2542 | 1 stocks, 64 rows, +0 new | elapsed=292s ETA=206s | tokens=56.8
[2026-05-16 23:05:07] [min_adj_15min] [incr] 2026-05-12 ~ 2026-05-16: 64 rows, 1 pages, 0.6s
